,Unnamed: 0,Title,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space
356,356,2-комнатная квартира на продажу,60 м²,55 000 у.е.,2,4,5,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Парвоз",0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,357,1-комнатная квартира на продажу,31 м²,42 000 у.е.,1,2,6,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Хабибий, улица Мирзы Турсунзаде",1,0,0,0,0,1,1,0,0,1,0,0,0,0
358,358,2-комнатная квартира на продажу,50 м²,80 000 у.е.,2,9,10,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, массив Минор, проезд Минор",1,0,0,0,0,1,0,0,0,0,0,1,1,0
359,359,3-комнатная квартира на продажу,71 м²,87 000 у.е.,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, массив Наккашлык",0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,2-комнатная квартира на продажу,60 м²,83 000 у.е.,2,2,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, 4-й квартал",0,0,1,1,0,1,1,1,1,1,1,0,0,0
361,361,1-комнатная квартира на продажу,43 м²,44 500 у.е.,1,6,9,Средний,Монолитный,"город Ташкент, Сергелийский район, махаллинский сход граждан Хабибий",1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,362,1-комнатная квартира на продажу,30 м²,51 000 у.е.,1,1,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Бабур, улица Абдуллы Каххара",0,1,1,1,0,1,0,0,1,1,1,0,1,0
363,363,3-комнатная квартира на продажу,72.4 м²,85 000 у.е.,3,2,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Геофизика",0,1,0,0,0,1,0,0,0,1,1,0,0,0
364,364,2-комнатная квартира на продажу,50 м²,69 500 у.е.,2,2,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 3-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,3-комнатная квартира на продажу,78 м²,88 000 у.е.,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-1",0,1,1,1,0,1,1,1,0,0,1,1,0,1
366,366,3-комнатная квартира на продажу,72 м²,66 500 у.е.,3,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кушчинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,367,1-комнатная квартира на продажу,38 м²,45 000 у.е.,1,4,4,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Илтифот, улица Авиасозлар",0,1,1,0,0,1,1,0,1,1,0,0,0,0
368,368,3-комнатная квартира на продажу,72 м²,80 000 у.е.,3,1,9,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Журабек, Фергана Йули",1,1,0,1,1,1,1,0,1,1,1,1,0,1
369,369,1-комнатная квартира на продажу,40 м²,41 000 у.е.,1,3,4,Средний,Панельный,"город Ташкент, Яшнободский район, массив Уйсозлар",0,1,0,0,0,1,0,0,1,1,1,0,0,1
370,370,1-комнатная квартира на продажу,45 м²,51 000 у.е.,1,1,4,Средний,Монолитный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-2, улица Феруза",0,1,1,0,0,1,1,1,0,1,1,0,0,1
371,371,4-комнатная квартира на продажу,100 м²,157 000 у.е.,4,4,9,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Темурийлар, улица Амир Темур",1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,2-комнатная квартира на продажу,61.02 м²,80 000 у.е.,2,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Ахмада Югнаки, улица Ахмада Югнаки",0,0,1,1,0,0,1,1,1,0,0,0,0,0
373,373,4-комнатная квартира на продажу,92 м²,85 000 у.е.,4,8,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Хумаюн",1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,374,1-комнатная квартира на продажу,30 м²,39 500 у.е.,1,5,5,Авторский проект,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Фазогир, улица Корасув",0,0,1,1,0,1,1,1,1,1,1,1,1,1
375,375,2-комнатная квартира на продажу,43 м²,27 000 у.е.,2,1,5,Евроремонт,Кирпичный,"Хорезмская область, Ургенч, махаллинский сход граждан Учкуприк, проспект Аль-Хорезми",0,0,1,1,0,1,1,1,0,0,0,0,0,1
376,376,1-комнатная квартира на продажу,38 м²,60 000 у.е.,1,4,12,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 13-й квартал, улица Ниязбек",1,0,0,0,0,1,0,0,0,1,0,0,1,0
377,377,2-комнатная квартира на продажу,55 м²,61 500 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Отчопар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,378,4-комнатная квартира на продажу,92 м²,92 500 у.е.,4,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Собиробод",0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,379,4-комнатная квартира на продажу,80 м²,89 000 у.е.,4,3,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,380,2-комнатная квартира на продажу,58 м²,54 500 у.е.,2,4,4,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Абад, улица Зарбулак",0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,381,3-комнатная квартира на продажу,78 м²,73 000 у.е.,3,2,5,Средний,Панельный,"город Ташкент, Сергелийский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,382,3-комнатная квартира на продажу,67 м²,40 000 у.е.,3,5,5,Требует ремонта,Кирпичный,"Ташкентская область, Чирчик, улица Маданият",0,0,0,0,0,1,0,0,0,1,1,0,0,1
383,383,2-комнатная квартира на продажу,38 м²,41 000 у.е.,2,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Янгибозор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,384,4-комнатная квартира на продажу,100 м²,115 000 у.е.,4,6,9,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа, улица Аль-Хорезми",1,1,1,1,0,1,1,1,1,1,1,0,0,1
385,385,3-комнатная квартира на продажу,56 м²,30 895.02 у.е.,3,4,4,Евроремонт,Кирпичный,"Кашкадарьинская область, Карши, 6-й микрорайон",0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,386,3-комнатная квартира на продажу,100 м²,110 000 у.е.,3,5,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция",1,0,1,1,1,0,1,1,1,1,0,0,0,0
387,387,3-комнатная квартира на продажу,84 м²,105 000 у.е.,3,5,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Мирабад, улица Авлиё-Ота",0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,3-комнатная квартира на продажу,75 м²,127 000 у.е.,3,7,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мингурик, улица Шахрисабз",1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,2-комнатная квартира на продажу,55 м²,103 000 у.е.,2,4,4,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дилбулок, улица Шота Руставели",0,0,1,1,0,0,1,1,1,1,0,0,0,0
390,390,1-комнатная квартира на продажу,25 м²,27 000 у.е.,1,2,9,Авторский проект,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, Малая кольцевая дорога",1,1,1,0,0,1,0,1,0,1,1,0,1,1
391,391,1-комнатная квартира на продажу,20 м²,23 555 у.е.,1,3,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, массив Наккашлык, 4-й проезд Домбрабад",0,1,0,0,0,1,0,0,0,1,1,0,0,1
392,392,2-комнатная квартира на продажу,50 м²,56 950 у.е.,2,2,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 21-й квартал",0,1,1,1,0,1,1,1,1,1,1,0,0,1
393,393,1-комнатная квартира на продажу,27 м²,31 500 у.е.,1,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниобод",0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,3-комнатная квартира на продажу,68 м²,80 000 у.е.,3,3,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахриобод",0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,395,3-комнатная квартира на продажу,111 м²,190 000 у.е.,3,4,7,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аккурган, улица Катта Дархон",1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,3-комнатная квартира на продажу,109.66 м²,150 000 у.е.,3,6,7,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, 3-й проезд Катта-Дархан",1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397,2-комнатная квартира на продажу,60 м²,80 000 у.е.,2,3,4,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олимлар, улица Дурмон йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,2-комнатная квартира на продажу,63 м²,90 000 у.е.,2,1,9,Евроремонт,Кирпичный,"Кашкадарьинская область, Шахрисабз, махаллинский сход граждан Синабог, улица Шохсарой",1,1,1,1,1,1,1,1,1,1,1,0,1,1
399,399,4-комнатная квартира на продажу,90 м²,120 000 у.е.,4,9,12,Евроремонт,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Наврузобод, 6-й проезд Авиасозлар",1,1,1,0,0,1,1,1,1,1,0,0,1,0
400,400,3-комнатная квартира на продажу,70 м²,121 000 у.е.,3,2,5,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махалля Абдулла Каххор, улица Бабура",0,0,1,1,0,0,1,1,1,1,0,0,0,0
401,401,4-комнатная квартира на продажу,140 м²,105 000 у.е.,4,8,9,Черновая отделка,No material,"город Ташкент, Юнусабадский район, Минор",1,0,0,1,0,1,0,0,0,0,1,1,1,1
402,402,2-комнатная квартира на продажу,56 м²,65 000 у.е.,2,1,4,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Навнихол, улица Муминова",0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,403,2-комнатная квартира на продажу,57 м²,82 000 у.е.,2,7,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Бобур, улица Бабура",1,1,1,1,0,0,1,0,0,1,0,0,0,0
404,404,1-комнатная квартира на продажу,20 м²,26 000 у.е.,1,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мухандислар, улица Шота Руставели",0,0,0,1,0,1,1,1,1,1,0,0,0,1
405,405,2-комнатная квартира на продажу,30 м²,80 000 у.е.,2,7,8,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, массив Ц-2, проезд Олой Бозори",1,0,0,1,0,0,1,1,1,0,0,0,0,0
406,406,2-комнатная квартира на продажу,60 м²,81 000 у.е.,2,4,9,Евроремонт,Монолитный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Абдулла Каххар, улица Бабура",1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,2-комнатная квартира на продажу,47 м²,56 000 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Гулистан",0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,3-комнатная квартира на продажу,94 м²,137 000 у.е.,3,4,6,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ташисти, улица Ифтихор",1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,2-комнатная квартира на продажу,53 м²,72 000 у.е.,2,2,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Тукимачи, улица Шота Руставели",0,1,1,1,1,1,1,1,1,1,1,1,1,1
410,410,2-комнатная квартира на продажу,58 м²,65 000 у.е.,2,3,4,Евроремонт,Панельный,"Ташкентская область, городской посёлок Салар, улица Зиёкорлар",0,1,1,1,0,1,1,1,1,1,1,0,0,1
411,411,5-комнатная квартира на продажу,97 м²,95 000 у.е.,5,5,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Обиназир, улица Тошкуча",0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,412,1-комнатная квартира на продажу,19 м²,25 000 у.е.,1,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Авиасозлар, улица Авиасозлар",1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,413,2-комнатная квартира на продажу,62 м²,96 000 у.е.,2,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, улица Аккурган",0,0,1,0,0,0,1,1,1,1,0,0,0,1
414,414,2-комнатная квартира на продажу,50 м²,68 000 у.е.,2,3,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,415,3-комнатная квартира на продажу,70 м²,103 000 у.е.,3,8,9,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, проспект Мустакиллик",1,0,1,1,0,0,1,1,1,1,0,0,0,0
416,416,3-комнатная квартира на продажу,68 м²,90 000 у.е.,3,2,4,Требует ремонта,Кирпичный,"город Ташкент, Чиланзарский район, массив Алгоритм-Г35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,417,4-комнатная квартира на продажу,87 м²,130 000 у.е.,4,4,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, массив Чорсу",0,1,1,1,1,1,1,1,1,1,1,0,1,1
418,418,2-комнатная квартира на продажу,50 м²,64 000 у.е.,2,2,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,419,2-комнатная квартира на продажу,45 м²,62 500 у.е.,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, квартал Г9А",0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,420,1-комнатная квартира на продажу,30 м²,48 000 у.е.,1,3,4,Евроремонт,Монолитный,"город Ташкент, Чиланзарский район, 7-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,421,1-комнатная квартира на продажу,30 м²,48 000 у.е.,1,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 4-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,422,3-комнатная квартира на продажу,75 м²,88 000 у.е.,3,4,9,Средний,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, 1-я улица Мавляна Риёзи",1,1,1,1,0,1,1,1,1,1,1,0,0,1
423,423,3-комнатная квартира на продажу,70 м²,95 000 у.е.,3,4,5,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Тонг Юлдузи, Фергана Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,2-комнатная квартира на продажу,60 м²,58 000 у.е.,2,8,9,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Машинасозлар, улица Боткина",1,1,0,0,0,1,0,0,0,1,1,0,0,0
425,425,3-комнатная квартира на продажу,55 м²,75 000 у.е.,3,1,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Янгитарнов, 2-й проезд Козитарнов",0,0,0,0,0,0,0,0,0,1,0,0,0,1
426,426,2-комнатная квартира на продажу,50 м²,52 200 у.е.,2,4,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 15-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,3-комнатная квартира на продажу,86 м²,115 000 у.е.,3,4,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Окибат",0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,3-комнатная квартира на продажу,75 м²,128 000 у.е.,3,3,9,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахрисабз",1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,3-комнатная квартира на продажу,131 м²,168 000 у.е.,3,5,9,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Дустобод, улица Олтинтепа",1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,430,2-комнатная квартира на продажу,63.5 м²,165 000 у.е.,2,12,12,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махалля Сайрам, улица Сайрам",1,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,3-комнатная квартира на продажу,66 м²,73 000 у.е.,3,4,5,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Калкон",0,1,0,0,0,1,0,0,0,1,1,0,0,0
432,432,2-комнатная квартира на продажу,52 м²,60 000 у.е.,2,1,4,Средний,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Гузар, улица Лутфий",0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,4-комнатная квартира на продажу,95 м²,115 000 у.е.,4,6,9,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Асака, улица Мирзакалона Исмаили",1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,434,3-комнатная квартира на продажу,68 м²,63 000 у.е.,3,5,5,Средний,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Тинчликабад",0,0,1,1,0,0,1,1,1,0,1,0,0,0
435,435,2-комнатная квартира на продажу,70 м²,66 000 у.е.,2,5,8,Средний,Кирпичный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Мархамат",1,1,0,0,0,1,0,0,0,1,0,0,0,1
436,436,4-комнатная квартира на продажу,90 м²,85 000 у.е.,4,3,3,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, улица Сагбан",0,1,0,0,0,1,1,0,0,1,0,0,0,1
437,437,1-комнатная квартира на продажу,38 м²,46 500 у.е.,1,2,5,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 19-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,3-комнатная квартира на продажу,108 м²,200 000 у.е.,3,6,10,Евроремонт,Другое,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кашгар, улица Абдуллы Кадыри",1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,3-комнатная квартира на продажу,65 м²,130 000 у.е.,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, массив Ракат, улица Беларик",0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,2-комнатная квартира на продажу,50 м²,72 000 у.е.,2,5,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Буз-1, улица Мирзо Улугбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,2-комнатная квартира на продажу,52 м²,52 000 у.е.,2,2,2,Средний,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Рахат",0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,1-комнатная квартира на продажу,31 м²,37 000 у.е.,1,1,4,Евроремонт,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Тракторсозлар, 5-й проезд Буюк Ипак Йули",0,0,1,1,1,1,1,1,1,1,1,1,1,1
443,443,4-комнатная квартира на продажу,95 м²,110 000 у.е.,4,3,9,Евроремонт,Панельный,"город Ташкент, Алмазарский район, махаллинский сход граждан Зиё, Малая кольцевая дорога",1,1,0,0,0,1,0,0,1,1,1,0,0,0
444,444,4-комнатная квартира на продажу,109 м²,100 000 у.е.,4,1,4,Средний,Кирпичный,"Ташкентская область, городской посёлок Салар, Университетская улица",0,0,0,0,0,1,0,0,1,0,0,0,0,1
445,445,2-комнатная квартира на продажу,45 м²,53 500 у.е.,2,5,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чарх Камалан-3, улица Мукими",0,1,0,0,0,1,0,0,0,1,1,0,0,1
446,446,3-комнатная квартира на продажу,84 м²,105 000 у.е.,3,3,4,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, массив Ц-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,447,2-комнатная квартира на продажу,58 м²,48 500 у.е.,2,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тузель, улица Тузел 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,448,2-комнатная квартира на продажу,57 м²,58 000 у.е.,2,4,4,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, тупик Туртарык",0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,1-комнатная квартира на продажу,42 м²,43 000 у.е.,1,5,5,Авторский проект,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Иттифок",0,0,0,0,0,1,0,1,1,1,1,0,1,1
450,450,4-комнатная квартира на продажу,109 м²,120 000 у.е.,4,2,5,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, тупик Куддус",0,1,0,0,0,1,0,0,0,1,1,0,0,1
451,451,1-комнатная квартира на продажу,38 м²,44 000 у.е.,1,3,5,Средний,Панельный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Файзли, улица Кипчак",1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,452,3-комнатная квартира на продажу,80 м²,90 000 у.е.,3,1,9,Евроремонт,Монолитный,"город Ташкент, Учтепинский район, массив Изза, улица Пойгох",1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,453,2-комнатная квартира на продажу,45 м²,69 000 у.е.,2,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 5-й квартал, улица Еттичинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,454,3-комнатная квартира на продажу,70 м²,78 000 у.е.,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, 1-й квартал",0,0,1,1,1,1,1,1,1,1,1,0,1,0
455,455,4-комнатная квартира на продажу,95 м²,90 000 у.е.,4,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Узбекистан Мустакиллиги",0,1,1,1,1,0,1,1,0,0,0,0,0,0
456,456,3-комнатная квартира на продажу,65.84 м²,53 000 у.е.,3,7,10,Евроремонт,Монолитный,"город Ташкент, Бектемирский район, махаллинский сход граждан Абай, улица Г60",1,0,0,0,0,1,0,0,0,0,0,0,0,0
457,457,4-комнатная квартира на продажу,112 м²,100 000 у.е.,4,2,5,Средний,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Халкобод",0,1,1,1,1,1,1,1,1,1,1,0,0,1
458,458,2-комнатная квартира на продажу,60.3 м²,60 000 у.е.,2,1,3,Авторский проект,Другое,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Жасорат, улица Хислат",0,0,0,0,0,1,0,0,0,1,1,0,0,1
459,459,5-комнатная квартира на продажу,800 м²,78 000 у.е.,5,1,1,Средний,Кирпичный,"Ташкентская область, населённый пункт Май, село Болгаровка, 4Р8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,460,4-комнатная квартира на продажу,100 м²,85 000 у.е.,4,7,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Чимён, улица Карасу 1",1,1,0,0,0,1,0,0,0,1,0,0,0,1
461,461,2-комнатная квартира на продажу,52 м²,66 555 у.е.,2,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Ботирма, улица Машраба",0,0,1,1,0,1,1,1,1,1,1,0,0,1
462,462,1-комнатная квартира на продажу,46 м²,42 500 у.е.,1,6,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ифтихор, проспект Амира Темура",1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,463,4-комнатная квартира на продажу,200 м²,395 000 у.е.,4,2,5,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Чулпон, улица Эльбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,464,2-комнатная квартира на продажу,62 м²,95 000 у.е.,2,1,4,Евроремонт,Панельный,"город Ташкент, Мирабадский район, массив Айбек, улица Айбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,465,3-комнатная квартира на продажу,78 м²,95 000 у.е.,3,3,5,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,466,3-комнатная квартира на продажу,73.3 м²,67 000 у.е.,3,4,4,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Камолот",0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,467,4-комнатная квартира на продажу,91 м²,110 000 у.е.,4,1,5,Авторский проект,Панельный,"город Ташкент, Сергелийский район, квартал Сергели-4",0,1,0,0,0,1,0,0,1,1,1,0,0,1
468,468,3-комнатная квартира на продажу,79 м²,77 000 у.е.,3,8,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Амир Темур, 2-й проезд Бирлашган",1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,469,3-комнатная квартира на продажу,75 м²,120 000 у.е.,3,8,9,Средний,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, улица Афросиаб",1,1,0,0,0,0,1,0,0,0,0,0,0,0
470,470,1-комнатная квартира на продажу,30 м²,72 000 у.е.,1,4,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махалля Богсарой, улица Сарабустон",0,0,0,1,0,0,1,1,0,0,0,0,0,0
471,471,2-комнатная квартира на продажу,57 м²,75 000 у.е.,2,8,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, массив Минор, улица Осиё",1,0,0,0,0,0,0,0,0,0,0,0,0,0
472,472,1-комнатная квартира на продажу,37 м²,56 000 у.е.,1,1,4,Средний,Панельный,"город Ташкент, Яшнободский район, массив Ташсельмаш",0,0,0,1,0,0,1,1,0,1,0,0,0,0
473,473,4-комнатная квартира на продажу,200 м²,350 000 у.е.,4,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Хамид Олимжон, улица Достоевского",0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,474,2-комнатная квартира на продажу,55 м²,60 000 у.е.,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Отчопар-1, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,475,1-комнатная квартира на продажу,42 м²,18 500 у.е.,1,1,4,Средний,Панельный,"Наманганская область, Наманган, Давлатабадский район",0,0,0,1,1,0,1,1,1,0,0,0,0,0
